id_item,Nombre,Link
1,Aghanim's Shard,https://es.dotabuff.com/items/aghanims-shard
2,Aghanim's Scepter,https://es.dotabuff.com/items/aghanims-scepter
3,Magic Wand,https://es.dotabuff.com/items/magic-wand
4,Power Treads,https://es.dotabuff.com/items/power-treads
5,Blink Dagger,https://es.dotabuff.com/items/blink-dagger
6,Arcane Boots,https://es.dotabuff.com/items/arcane-boots
7,Black King Bar,https://es.dotabuff.com/items/black-king-bar
8,Phase Boots,https://es.dotabuff.com/items/phase-boots
9,Bracer,https://es.dotabuff.com/items/bracer
10,Glimmer Cape,https://es.dotabuff.com/items/glimmer-cape
11,Dust of Appearance,https://es.dotabuff.com/items/dust-of-appearance
12,Aether Lens,https://es.dotabuff.com/items/aether-lens
13,Null Talisman,https://es.dotabuff.com/items/null-talisman
14,Observer and Sentry Wards,https://es.dotabuff.com/items/observer-and-sentry-wards
15,Sange and Yasha,https://es.dotabuff.com/items/sange-and-yasha
16,Tranquil Boots,https://es.dotabuff.com/items/tranquil-boots
17,Blade Mail,https://es.dotabuff.com/items/blade-mail
18,Wraith Band,https://es.dotabuff.com/items/wraith-band
19,Manta Style,https://es.dotabuff.com/items/manta-style
20,Mind Breaker,https://es.dotabuff.com/items/mind-breaker
21,Vampiric,https://es.dotabuff.com/items/vampiric
22,Boots of Travel,https://es.dotabuff.com/items/boots-of-travel
23,Bottle,https://es.dotabuff.com/items/bottle
24,Quelling Blade,https://es.dotabuff.com/items/quelling-blade
25,Eul's Scepter of Divinity,https://es.dotabuff.com/items/euls-scepter-of-divinity
26,Iron Branch,https://es.dotabuff.com/items/iron-branch
27,Force Staff,https://es.dotabuff.com/items/force-staff
28,Hurricane Pike,https://es.dotabuff.com/items/hurricane-pike
29,Daedalus,https://es.dotabuff.com/items/daedalus
30,Quickened,https://es.dotabuff.com/items/quickened
31,Smoke of Deceit,https://es.dotabuff.com/items/smoke-of-deceit
32,Brawny,https://es.dotabuff.com/items/brawny
33,Tough,https://es.dotabuff.com/items/tough
34,Sentry Ward,https://es.dotabuff.com/items/sentry-ward
35,Alert,https://es.dotabuff.com/items/alert
36,Battle Fury,https://es.dotabuff.com/items/battle-fury
37,Mystical,https://es.dotabuff.com/items/mystical
38,Hand of Midas,https://es.dotabuff.com/items/hand-of-midas
39,Radiance,https://es.dotabuff.com/items/radiance
40,Magic Stick,https://es.dotabuff.com/items/magic-stick
41,Ogre Axe,https://es.dotabuff.com/items/ogre-axe
42,Desolator,https://es.dotabuff.com/items/desolator
43,Boots of Speed,https://es.dotabuff.com/items/boots-of-speed
44,Monkey King Bar,https://es.dotabuff.com/items/monkey-king-bar
45,Shiva's Guard,https://es.dotabuff.com/items/shivas-guard
46,Gale Guard,https://es.dotabuff.com/items/gale-guard
47,Linken's Sphere,https://es.dotabuff.com/items/linkens-sphere
48,Ninja Gear,https://es.dotabuff.com/items/ninja-gear
49,Serrated Shiv,https://es.dotabuff.com/items/serrated-shiv
50,Octarine Core,https://es.dotabuff.com/items/octarine-core
51,Butterfly,https://es.dotabuff.com/items/butterfly
52,Observer Ward,https://es.dotabuff.com/items/observer-ward
53,Nemesis Curse,https://es.dotabuff.com/items/nemesis-curse
54,Mjollnir,https://es.dotabuff.com/items/mjollnir
55,Wind Lace,https://es.dotabuff.com/items/wind-lace
56,Bloodthorn,https://es.dotabuff.com/items/bloodthorn
57,Harpoon,https://es.dotabuff.com/items/harpoon
58,Shadow Blade,https://es.dotabuff.com/items/shadow-blade
59,Silver Edge,https://es.dotabuff.com/items/silver-edge
60,Ghost Scepter,https://es.dotabuff.com/items/ghost-scepter
61,Orchid Malevolence,https://es.dotabuff.com/items/orchid-malevolence
62,Skull Basher,https://es.dotabuff.com/items/skull-basher
63,Satanic,https://es.dotabuff.com/items/satanic
64,Orb of Corrosion,https://es.dotabuff.com/items/orb-of-corrosion
65,Abyssal Blade,https://es.dotabuff.com/items/abyssal-blade
66,Ethereal Blade,https://es.dotabuff.com/items/ethereal-blade
67,Healing Lotus,https://es.dotabuff.com/items/healing-lotus
68,Kaya and Sange,https://es.dotabuff.com/items/kaya-and-sange
69,Searing Signet,https://es.dotabuff.com/items/searing-signet
70,Guardian Greaves,https://es.dotabuff.com/items/guardian-greaves
71,Refresher Orb,https://es.dotabuff.com/items/refresher-orb
72,Assault Cuirass,https://es.dotabuff.com/items/assault-cuirass
73,Heart of Tarrasque,https://es.dotabuff.com/items/heart-of-tarrasque
74,Maelstrom,https://es.dotabuff.com/items/maelstrom
75,Titanic,https://es.dotabuff.com/items/titanic
76,Diffusal Blade,https://es.dotabuff.com/items/diffusal-blade
77,Ceremonial Robe,https://es.dotabuff.com/items/ceremonial-robe
78,Pipe of Insight,https://es.dotabuff.com/items/pipe-of-insight
79,Paladin Sword,https://es.dotabuff.com/items/paladin-sword
80,Timeless,https://es.dotabuff.com/items/timeless
81,Soul Ring,https://es.dotabuff.com/items/soul-ring
82,Gunpowder Gauntlets,https://es.dotabuff.com/items/gunpowder-gauntlets
83,Ogre Seal Totem,https://es.dotabuff.com/items/ogre-seal-totem
84,Eye of Skadi,https://es.dotabuff.com/items/eye-of-skadi
85,Magnifying Monocle,https://es.dotabuff.com/items/magnifying-monocle
86,Witch Blade,https://es.dotabuff.com/items/witch-blade
87,Mask of Madness,https://es.dotabuff.com/items/mask-of-madness
88,Scythe of Vyse,https://es.dotabuff.com/items/scythe-of-vyse
89,Gossamer Cape,https://es.dotabuff.com/items/gossamer-cape
90,Dragon Lance,https://es.dotabuff.com/items/dragon-lance
91,Kaya,https://es.dotabuff.com/items/kaya
92,Crystalys,https://es.dotabuff.com/items/crystalys
93,Staff of Wizardry,https://es.dotabuff.com/items/staff-of-wizardry
94,Yasha and Kaya,https://es.dotabuff.com/items/yasha-and-kaya
95,Gleipnir,https://es.dotabuff.com/items/gleipnir
96,Armlet of Mordiggian,https://es.dotabuff.com/items/armlet-of-mordiggian
97,Lotus Orb,https://es.dotabuff.com/items/lotus-orb
98,Spirit Vessel,https://es.dotabuff.com/items/spirit-vessel
99,Echo Sabre,https://es.dotabuff.com/items/echo-sabre
100,Clarity,https://es.dotabuff.com/items/clarity
101,Whisper of the Dread,https://es.dotabuff.com/items/whisper-of-the-dread
102,Rod of Atos,https://es.dotabuff.com/items/rod-of-atos
103,Psychic Headband,https://es.dotabuff.com/items/psychic-headband
104,Pyrrhic Cloak,https://es.dotabuff.com/items/pyrrhic-cloak
105,Misericorde,https://es.dotabuff.com/items/misericorde
106,Vast,https://es.dotabuff.com/items/vast
107,Mage Slayer,https://es.dotabuff.com/items/mage-slayer
108,Orb of Destruction,https://es.dotabuff.com/items/orb-of-destruction
109,Circlet,https://es.dotabuff.com/items/circlet
110,Eternal Shroud,https://es.dotabuff.com/items/eternal-shroud
111,Point Booster,https://es.dotabuff.com/items/point-booster
112,Aeon Disk,https://es.dotabuff.com/items/aeon-disk
113,Essence Ring,https://es.dotabuff.com/items/essence-ring
114,Enchanted Mango,https://es.dotabuff.com/items/enchanted-mango
115,Timeless Relic,https://es.dotabuff.com/items/timeless-relic
116,Solar Crest,https://es.dotabuff.com/items/solar-crest
117,Phylactery,https://es.dotabuff.com/items/phylactery
118,Elven Tunic,https://es.dotabuff.com/items/elven-tunic
119,Crippling Crossbow,https://es.dotabuff.com/items/crippling-crossbow
120,Keen-eyed,https://es.dotabuff.com/items/keen-eyed
121,Morbid Mask,https://es.dotabuff.com/items/morbid-mask
122,Vladmir's Offering,https://es.dotabuff.com/items/vladmirs-offering
123,Khanda,https://es.dotabuff.com/items/khanda
124,Greedy,https://es.dotabuff.com/items/greedy
125,Heaven's Halberd,https://es.dotabuff.com/items/heavens-halberd
126,Nullifier,https://es.dotabuff.com/items/nullifier
127,Mithril Hammer,https://es.dotabuff.com/items/mithril-hammer
128,Greater Healing Lotus,https://es.dotabuff.com/items/greater-healing-lotus
129,Dagon (level 5),https://es.dotabuff.com/items/dagon-level-5
130,Vampire Fangs,https://es.dotabuff.com/items/vampire-fangs
131,Vindicator's Axe,https://es.dotabuff.com/items/vindicators-axe
132,Tango,https://es.dotabuff.com/items/tango
133,Bloodstone,https://es.dotabuff.com/items/bloodstone
134,Great Healing Lotus,https://es.dotabuff.com/items/great-healing-lotus
135,Trickster Cloak,https://es.dotabuff.com/items/trickster-cloak
136,Cloak of Flames,https://es.dotabuff.com/items/cloak-of-flames
137,Mana Draught,https://es.dotabuff.com/items/mana-draught
138,Iron Talon,https://es.dotabuff.com/items/iron-talon
139,Blade of Alacrity,https://es.dotabuff.com/items/blade-of-alacrity
140,Parasma,https://es.dotabuff.com/items/parasma
141,Boots of Bearing,https://es.dotabuff.com/items/boots-of-bearing
142,Dandelion Amulet,https://es.dotabuff.com/items/dandelion-amulet
143,Healing Salve,https://es.dotabuff.com/items/healing-salve
144,Aviana's Feather,https://es.dotabuff.com/items/avianas-feather
145,Crimson Guard,https://es.dotabuff.com/items/crimson-guard
146,Revenant's Brooch,https://es.dotabuff.com/items/revenants-brooch
147,Ascetic's Cap,https://es.dotabuff.com/items/ascetics-cap
148,Grove Bow,https://es.dotabuff.com/items/grove-bow
149,Wind Waker,https://es.dotabuff.com/items/wind-waker
150,Pogo Stick,https://es.dotabuff.com/items/pogo-stick
151,Vanguard,https://es.dotabuff.com/items/vanguard
152,Falcon Blade,https://es.dotabuff.com/items/falcon-blade
153,Ancient Guardian,https://es.dotabuff.com/items/ancient-guardian
154,Veil of Discord,https://es.dotabuff.com/items/veil-of-discord
155,Yasha,https://es.dotabuff.com/items/yasha
156,Holy Locket,https://es.dotabuff.com/items/holy-locket
157,Orb of Blight,https://es.dotabuff.com/items/orb-of-blight
158,Dragon Scale,https://es.dotabuff.com/items/dragon-scale
159,Orb of Frost,https://es.dotabuff.com/items/orb-of-frost
160,Roshan's Banner,https://es.dotabuff.com/items/roshans-banner
161,Mekansm,https://es.dotabuff.com/items/mekansm
162,Cloak,https://es.dotabuff.com/items/cloak
163,Gem of True Sight,https://es.dotabuff.com/items/gem-of-true-sight
164,Moon Shard,https://es.dotabuff.com/items/moon-shard
165,Vambrace,https://es.dotabuff.com/items/vambrace
166,Havoc Hammer,https://es.dotabuff.com/items/havoc-hammer
167,Enchanted Quiver,https://es.dotabuff.com/items/enchanted-quiver
168,Trusty Shovel,https://es.dotabuff.com/items/trusty-shovel
169,Defiant Shell,https://es.dotabuff.com/items/defiant-shell
170,Aegis of the Immortal,https://es.dotabuff.com/items/aegis-of-the-immortal
171,Occult Bracelet,https://es.dotabuff.com/items/occult-bracelet
172,Urn of Shadows,https://es.dotabuff.com/items/urn-of-shadows
173,Platemail,https://es.dotabuff.com/items/platemail
174,Drum of Endurance,https://es.dotabuff.com/items/drum-of-endurance
175,Gauntlets of Strength,https://es.dotabuff.com/items/gauntlets-of-strength
176,Overwhelming Blink,https://es.dotabuff.com/items/overwhelming-blink
177,Disperser,https://es.dotabuff.com/items/disperser
178,Void Stone,https://es.dotabuff.com/items/void-stone
179,Specialist's Array,https://es.dotabuff.com/items/specialists-array
180,Bullwhip,https://es.dotabuff.com/items/bullwhip
181,Swift Blink,https://es.dotabuff.com/items/swift-blink
182,Javelin,https://es.dotabuff.com/items/javelin
183,Perseverance,https://es.dotabuff.com/items/perseverance
184,Orb of Venom,https://es.dotabuff.com/items/orb-of-venom
185,Spark of Courage,https://es.dotabuff.com/items/spark-of-courage
186,Pupil's Gift,https://es.dotabuff.com/items/pupils-gift
187,Crude,https://es.dotabuff.com/items/crude
188,Hyperstone,https://es.dotabuff.com/items/hyperstone
189,Telescope,https://es.dotabuff.com/items/telescope
190,Sange,https://es.dotabuff.com/items/sange
191,Dagon,https://es.dotabuff.com/items/dagon
192,Blood Grenade,https://es.dotabuff.com/items/blood-grenade
193,Tiara of Selemene,https://es.dotabuff.com/items/tiara-of-selemene
194,Blitz Knuckles,https://es.dotabuff.com/items/blitz-knuckles
195,Faded Broach,https://es.dotabuff.com/items/faded-broach
196,Claymore,https://es.dotabuff.com/items/claymore
197,Boots of Travel 2,https://es.dotabuff.com/items/boots-of-travel-2
198,Eye of the Vizier,https://es.dotabuff.com/items/eye-of-the-vizier
199,Rattlecage,https://es.dotabuff.com/items/rattlecage
200,Craggy Coat,https://es.dotabuff.com/items/craggy-coat
201,Infused Raindrops,https://es.dotabuff.com/items/infused-raindrops
202,Buckler,https://es.dotabuff.com/items/buckler
203,Meteor Hammer,https://es.dotabuff.com/items/meteor-hammer
204,Headdress,https://es.dotabuff.com/items/headdress
205,Arcane Ring,https://es.dotabuff.com/items/arcane-ring
206,Stormcrafter,https://es.dotabuff.com/items/stormcrafter
207,Ring of Tarrasque,https://es.dotabuff.com/items/ring-of-tarrasque
208,Reaver,https://es.dotabuff.com/items/reaver
209,Divine Rapier,https://es.dotabuff.com/items/divine-rapier
210,Unstable Wand,https://es.dotabuff.com/items/unstable-wand
211,Voodoo Mask,https://es.dotabuff.com/items/voodoo-mask
212,Diadem,https://es.dotabuff.com/items/diadem
213,Cornucopia,https://es.dotabuff.com/items/cornucopia
214,Belt of Strength,https://es.dotabuff.com/items/belt-of-strength
215,Helm of Iron Will,https://es.dotabuff.com/items/helm-of-iron-will
216,Fluffy Hat,https://es.dotabuff.com/items/fluffy-hat
217,Energy Booster,https://es.dotabuff.com/items/energy-booster
218,Vitality Booster,https://es.dotabuff.com/items/vitality-booster
219,Rippers Lash,https://es.dotabuff.com/items/rippers-lash
220,Ultimate Orb,https://es.dotabuff.com/items/ultimate-orb
221,Demon Edge,https://es.dotabuff.com/items/demon-edge
222,Safety Bubble,https://es.dotabuff.com/items/safety-bubble
223,Philosopher's Stone,https://es.dotabuff.com/items/philosophers-stone
224,Eaglesong,https://es.dotabuff.com/items/eaglesong
225,Sage's Mask,https://es.dotabuff.com/items/sages-mask
226,Duelist Gloves,https://es.dotabuff.com/items/duelist-gloves
227,Desolator 2,https://es.dotabuff.com/items/desolator-2
228,Broom Handle,https://es.dotabuff.com/items/broom-handle
229,Polliwog Charm,https://es.dotabuff.com/items/polliwog-charm
230,Shadow Amulet,https://es.dotabuff.com/items/shadow-amulet
231,Ring of Basilius,https://es.dotabuff.com/items/ring-of-basilius
232,Arcane Blink,https://es.dotabuff.com/items/arcane-blink
233,Mystic Staff,https://es.dotabuff.com/items/mystic-staff
234,Oblivion Staff,https://es.dotabuff.com/items/oblivion-staff
235,Ring of Health,https://es.dotabuff.com/items/ring-of-health
236,Lance of Pursuit,https://es.dotabuff.com/items/lance-of-pursuit
237,Gris-Gris,https://es.dotabuff.com/items/gris-gris
238,Ring of Protection,https://es.dotabuff.com/items/ring-of-protection
239,Faerie Fire,https://es.dotabuff.com/items/faerie-fire
240,Broadsword,https://es.dotabuff.com/items/broadsword
241,Talisman of Evasion,https://es.dotabuff.com/items/talisman-of-evasion
242,Slippers of Agility,https://es.dotabuff.com/items/slippers-of-agility
243,Panic Button,https://es.dotabuff.com/items/panic-button
244,Chainmail,https://es.dotabuff.com/items/chainmail
245,Mantle of Intelligence,https://es.dotabuff.com/items/mantle-of-intelligence
246,Gloves of Haste,https://es.dotabuff.com/items/gloves-of-haste
247,Royal Jelly,https://es.dotabuff.com/items/royal-jelly
248,Dagon (level 3),https://es.dotabuff.com/items/dagon-level-3
249,Seeds of Serenity,https://es.dotabuff.com/items/seeds-of-serenity
250,Soul Booster,https://es.dotabuff.com/items/soul-booster
251,Dagon (level 4),https://es.dotabuff.com/items/dagon-level-4
252,Dagon (level 2),https://es.dotabuff.com/items/dagon-level-2
253,Band of Elvenskin,https://es.dotabuff.com/items/band-of-elvenskin
254,Doubloon,https://es.dotabuff.com/items/doubloon
255,Evolved,https://es.dotabuff.com/items/evolved
256,Robe of the Magi,https://es.dotabuff.com/items/robe-of-the-magi
257,Boundless,https://es.dotabuff.com/items/boundless
258,Tier 4 Token,https://es.dotabuff.com/items/tier-4-token
259,Pirate Hat,https://es.dotabuff.com/items/pirate-hat
260,Ring of Regen,https://es.dotabuff.com/items/ring-of-regen
261,Tier 3 Token,https://es.dotabuff.com/items/tier-3-token
262,Cheese,https://es.dotabuff.com/items/cheese
263,Demonicon,https://es.dotabuff.com/items/demonicon
264,Giant's Ring,https://es.dotabuff.com/items/giants-ring
265,Mirror Shield,https://es.dotabuff.com/items/mirror-shield
266,Fallen Sky,https://es.dotabuff.com/items/fallen-sky
267,Minotaur Horn,https://es.dotabuff.com/items/minotaur-horn
268,Crown,https://es.dotabuff.com/items/crown
269,Ironwood Tree,https://es.dotabuff.com/items/ironwood-tree
270,Blades of Attack,https://es.dotabuff.com/items/blades-of-attack
271,Pavise,https://es.dotabuff.com/items/pavise
272,Light Collector,https://es.dotabuff.com/items/light-collector
273,Audacious,https://es.dotabuff.com/items/audacious
274,Fleetfooted,https://es.dotabuff.com/items/fleetfooted
275,Helm of the Overlord,https://es.dotabuff.com/items/helm-of-the-overlord
276,Sacred Relic,https://es.dotabuff.com/items/sacred-relic
277,Refresher Shard,https://es.dotabuff.com/items/refresher-shard
278,Apex,https://es.dotabuff.com/items/apex
279,Force Boots,https://es.dotabuff.com/items/force-boots
280,Seer Stone,https://es.dotabuff.com/items/seer-stone
281,Tier 2 Token,https://es.dotabuff.com/items/tier-2-token
282,Spider Legs,https://es.dotabuff.com/items/spider-legs
283,Feverish,https://es.dotabuff.com/items/feverish
284,Tier 1 Token,https://es.dotabuff.com/items/tier-1-token
285,Unrelenting Eye,https://es.dotabuff.com/items/unrelenting-eye
286,Helm of the Dominator,https://es.dotabuff.com/items/helm-of-the-dominator
287,Arcanist's Armor,https://es.dotabuff.com/items/arcanists-armor
288,Book of Shadows,https://es.dotabuff.com/items/book-of-shadows
289,Unwavering Condition,https://es.dotabuff.com/items/unwavering-condition
290,Black Grimoire,https://es.dotabuff.com/items/black-grimoire
291,Wise,https://es.dotabuff.com/items/wise
292,Tier 5 Token,https://es.dotabuff.com/items/tier-5-token
293,Aghanim's Blessing - Roshan,https://es.dotabuff.com/items/aghanims-blessing-roshan
294,Tango (Shared),https://es.dotabuff.com/items/tango-shared
295,Block of Cheese,https://es.dotabuff.com/items/block-of-cheese
296,Aghanim's Blessing,https://es.dotabuff.com/items/aghanims-blessing
297,Town Portal Scroll,https://es.dotabuff.com/items/town-portal-scroll
